Les codes hexas et unicode des caractères usuels, par Nicolas Hoffmann
Code unicode	Code hexa	En clair	Au clavier
&#3800;	%ed8	໘
&#3801;	%ed9	໙
&#3802;	%eda	໚
&#3803;	%edb	໛
&#3804;	%edc	ໜ
&#3805;	%edd	ໝ
&#3806;	%ede	ໞ
&#3807;	%edf	ໟ
&#3808;	%ee0	໠
&#3809;	%ee1	໡
&#3810;	%ee2	໢
&#3811;	%ee3	໣
&#3812;	%ee4	໤
&#3813;	%ee5	໥
&#3814;	%ee6	໦
&#3815;	%ee7	໧
&#3816;	%ee8	໨
&#3817;	%ee9	໩
&#3818;	%eea	໪
&#3819;	%eeb	໫
&#3820;	%eec	໬
&#3821;	%eed	໭
&#3822;	%eee	໮
&#3823;	%eef	໯
&#3824;	%ef0	໰
&#3825;	%ef1	໱
&#3826;	%ef2	໲
&#3827;	%ef3	໳
&#3828;	%ef4	໴
&#3829;	%ef5	໵
&#3830;	%ef6	໶
&#3831;	%ef7	໷
&#3832;	%ef8	໸
&#3833;	%ef9	໹
&#3834;	%efa	໺
&#3835;	%efb	໻
&#3836;	%efc	໼
&#3837;	%efd	໽
&#3838;	%efe	໾
&#3839;	%eff	໿
&#3840;	%f00	ༀ
&#3841;	%f01	༁
&#3842;	%f02	༂
&#3843;	%f03	༃
&#3844;	%f04	༄
&#3845;	%f05	༅
&#3846;	%f06	༆
&#3847;	%f07	༇
&#3848;	%f08	༈
&#3849;	%f09	༉
&#3850;	%f0a	༊
&#3851;	%f0b	་
&#3852;	%f0c	༌
&#3853;	%f0d	།
&#3854;	%f0e	༎
&#3855;	%f0f	༏
&#3856;	%f10	༐
&#3857;	%f11	༑
&#3858;	%f12	༒
&#3859;	%f13	༓
&#3860;	%f14	༔
&#3861;	%f15	༕
&#3862;	%f16	༖
&#3863;	%f17	༗
&#3864;	%f18	༘
&#3865;	%f19	༙
&#3866;	%f1a	༚
&#3867;	%f1b	༛
&#3868;	%f1c	༜
&#3869;	%f1d	༝
&#3870;	%f1e	༞
&#3871;	%f1f	༟
&#3872;	%f20	༠
&#3873;	%f21	༡
&#3874;	%f22	༢
&#3875;	%f23	༣
&#3876;	%f24	༤
&#3877;	%f25	༥
&#3878;	%f26	༦
&#3879;	%f27	༧
&#3880;	%f28	༨
&#3881;	%f29	༩
&#3882;	%f2a	༪
&#3883;	%f2b	༫
&#3884;	%f2c	༬
&#3885;	%f2d	༭
&#3886;	%f2e	༮
&#3887;	%f2f	༯
&#3888;	%f30	༰
&#3889;	%f31	༱
&#3890;	%f32	༲
&#3891;	%f33	༳
&#3892;	%f34	༴
&#3893;	%f35	༵
&#3894;	%f36	༶
&#3895;	%f37	༷
&#3896;	%f38	༸
&#3897;	%f39	༹
&#3898;	%f3a	༺
&#3899;	%f3b	༻
&#3900;	%f3c	༼
&#3901;	%f3d	༽
&#3902;	%f3e	༾
&#3903;	%f3f	༿
&#3904;	%f40	ཀ
&#3905;	%f41	ཁ
&#3906;	%f42	ག
&#3907;	%f43	གྷ
&#3908;	%f44	ང
&#3909;	%f45	ཅ
&#3910;	%f46	ཆ
&#3911;	%f47	ཇ
&#3912;	%f48	཈
&#3913;	%f49	ཉ
&#3914;	%f4a	ཊ
&#3915;	%f4b	ཋ
&#3916;	%f4c	ཌ
&#3917;	%f4d	ཌྷ
&#3918;	%f4e	ཎ
&#3919;	%f4f	ཏ
&#3920;	%f50	ཐ
&#3921;	%f51	ད
&#3922;	%f52	དྷ
&#3923;	%f53	ན
&#3924;	%f54	པ
&#3925;	%f55	ཕ
&#3926;	%f56	བ
&#3927;	%f57	བྷ
&#3928;	%f58	མ
&#3929;	%f59	ཙ
&#3930;	%f5a	ཚ
&#3931;	%f5b	ཛ
&#3932;	%f5c	ཛྷ
&#3933;	%f5d	ཝ
&#3934;	%f5e	ཞ
&#3935;	%f5f	ཟ
&#3936;	%f60	འ
&#3937;	%f61	ཡ
&#3938;	%f62	ར
&#3939;	%f63	ལ
&#3940;	%f64	ཤ
&#3941;	%f65	ཥ
&#3942;	%f66	ས
&#3943;	%f67	ཧ
&#3944;	%f68	ཨ
&#3945;	%f69	ཀྵ
&#3946;	%f6a	ཪ
&#3947;	%f6b	ཫ
&#3948;	%f6c	ཬ
&#3949;	%f6d	཭
&#3950;	%f6e	཮
&#3951;	%f6f	཯
&#3952;	%f70	཰
&#3953;	%f71	ཱ
&#3954;	%f72	ི
&#3955;	%f73	ཱི
&#3956;	%f74	ུ
&#3957;	%f75	ཱུ
&#3958;	%f76	ྲྀ
&#3959;	%f77	ཷ
&#3960;	%f78	ླྀ
&#3961;	%f79	ཹ
&#3962;	%f7a	ེ
&#3963;	%f7b	ཻ
&#3964;	%f7c	ོ
&#3965;	%f7d	ཽ
&#3966;	%f7e	ཾ
&#3967;	%f7f	ཿ
&#3968;	%f80	ྀ
&#3969;	%f81	ཱྀ
&#3970;	%f82	ྂ
&#3971;	%f83	ྃ
&#3972;	%f84	྄
&#3973;	%f85	྅
&#3974;	%f86	྆
&#3975;	%f87	྇
&#3976;	%f88	ྈ
&#3977;	%f89	ྉ
&#3978;	%f8a	ྊ
&#3979;	%f8b	ྋ
&#3980;	%f8c	ྌ
&#3981;	%f8d	ྍ
&#3982;	%f8e	ྎ
&#3983;	%f8f	ྏ
&#3984;	%f90	ྐ
&#3985;	%f91	ྑ
&#3986;	%f92	ྒ
&#3987;	%f93	ྒྷ
&#3988;	%f94	ྔ
&#3989;	%f95	ྕ
&#3990;	%f96	ྖ
&#3991;	%f97	ྗ
&#3992;	%f98	྘
&#3993;	%f99	ྙ
&#3994;	%f9a	ྚ
&#3995;	%f9b	ྛ
&#3996;	%f9c	ྜ
&#3997;	%f9d	ྜྷ
&#3998;	%f9e	ྞ
&#3999;	%f9f	ྟ
&#4000;	%fa0	ྠ
&#4001;	%fa1	ྡ
&#4002;	%fa2	ྡྷ
&#4003;	%fa3	ྣ
&#4004;	%fa4	ྤ
&#4005;	%fa5	ྥ
&#4006;	%fa6	ྦ
&#4007;	%fa7	ྦྷ
&#4008;	%fa8	ྨ
&#4009;	%fa9	ྩ
&#4010;	%faa	ྪ
&#4011;	%fab	ྫ
&#4012;	%fac	ྫྷ
&#4013;	%fad	ྭ
&#4014;	%fae	ྮ
&#4015;	%faf	ྯ
&#4016;	%fb0	ྰ
&#4017;	%fb1	ྱ
&#4018;	%fb2	ྲ
&#4019;	%fb3	ླ
&#4020;	%fb4	ྴ
&#4021;	%fb5	ྵ
&#4022;	%fb6	ྶ
&#4023;	%fb7	ྷ
&#4024;	%fb8	ྸ
&#4025;	%fb9	ྐྵ
&#4026;	%fba	ྺ
&#4027;	%fbb	ྻ
&#4028;	%fbc	ྼ
&#4029;	%fbd	྽
&#4030;	%fbe	྾
&#4031;	%fbf	྿
&#4032;	%fc0	࿀
&#4033;	%fc1	࿁
&#4034;	%fc2	࿂
&#4035;	%fc3	࿃
&#4036;	%fc4	࿄
&#4037;	%fc5	࿅
&#4038;	%fc6	࿆
&#4039;	%fc7	࿇
&#4040;	%fc8	࿈
&#4041;	%fc9	࿉
&#4042;	%fca	࿊
&#4043;	%fcb	࿋
&#4044;	%fcc	࿌
&#4045;	%fcd	࿍
&#4046;	%fce	࿎
&#4047;	%fcf	࿏
&#4048;	%fd0	࿐
&#4049;	%fd1	࿑
&#4050;	%fd2	࿒
&#4051;	%fd3	࿓
&#4052;	%fd4	࿔
&#4053;	%fd5	࿕
&#4054;	%fd6	࿖
&#4055;	%fd7	࿗
&#4056;	%fd8	࿘
&#4057;	%fd9	࿙
&#4058;	%fda	࿚
&#4059;	%fdb	࿛
&#4060;	%fdc	࿜
&#4061;	%fdd	࿝
&#4062;	%fde	࿞
&#4063;	%fdf	࿟
&#4064;	%fe0	࿠
&#4065;	%fe1	࿡
&#4066;	%fe2	࿢
&#4067;	%fe3	࿣
&#4068;	%fe4	࿤
&#4069;	%fe5	࿥
&#4070;	%fe6	࿦
&#4071;	%fe7	࿧
&#4072;	%fe8	࿨
&#4073;	%fe9	࿩
&#4074;	%fea	࿪
&#4075;	%feb	࿫
&#4076;	%fec	࿬
&#4077;	%fed	࿭
&#4078;	%fee	࿮
&#4079;	%fef	࿯
&#4080;	%ff0	࿰
&#4081;	%ff1	࿱
&#4082;	%ff2	࿲
&#4083;	%ff3	࿳
&#4084;	%ff4	࿴
&#4085;	%ff5	࿵
&#4086;	%ff6	࿶
&#4087;	%ff7	࿷
&#4088;	%ff8	࿸
&#4089;	%ff9	࿹
&#4090;	%ffa	࿺
&#4091;	%ffb	࿻
&#4092;	%ffc	࿼
&#4093;	%ffd	࿽
&#4094;	%ffe	࿾
&#4095;	%fff	࿿
&#4096;	%1000	က
&#4097;	%1001	ခ
&#4098;	%1002	ဂ
&#4099;	%1003	ဃ
&#4100;	%1004	င
&#4101;	%1005	စ
&#4102;	%1006	ဆ
&#4103;	%1007	ဇ
&#4104;	%1008	ဈ
&#4105;	%1009	ဉ
&#4106;	%100a	ည
&#4107;	%100b	ဋ
&#4108;	%100c	ဌ
&#4109;	%100d	ဍ
&#4110;	%100e	ဎ
&#4111;	%100f	ဏ
&#4112;	%1010	တ
&#4113;	%1011	ထ
&#4114;	%1012	ဒ
&#4115;	%1013	ဓ
&#4116;	%1014	န
&#4117;	%1015	ပ
&#4118;	%1016	ဖ
&#4119;	%1017	ဗ
&#4120;	%1018	ဘ
&#4121;	%1019	မ
&#4122;	%101a	ယ
&#4123;	%101b	ရ
&#4124;	%101c	လ
&#4125;	%101d	ဝ
&#4126;	%101e	သ
&#4127;	%101f	ဟ
&#4128;	%1020	ဠ
&#4129;	%1021	အ
&#4130;	%1022	ဢ
&#4131;	%1023	ဣ
&#4132;	%1024	ဤ
&#4133;	%1025	ဥ
&#4134;	%1026	ဦ
&#4135;	%1027	ဧ
&#4136;	%1028	ဨ
&#4137;	%1029	ဩ
&#4138;	%102a	ဪ
&#4139;	%102b	ါ
&#4140;	%102c	ာ
&#4141;	%102d	ိ
&#4142;	%102e	ီ
&#4143;	%102f	ု
&#4144;	%1030	ူ
&#4145;	%1031	ေ
&#4146;	%1032	ဲ
&#4147;	%1033	ဳ
&#4148;	%1034	ဴ
&#4149;	%1035	ဵ
&#4150;	%1036	ံ
&#4151;	%1037	့
&#4152;	%1038	း
&#4153;	%1039	္
&#4154;	%103a	်
&#4155;	%103b	ျ
&#4156;	%103c	ြ
&#4157;	%103d	ွ
&#4158;	%103e	ှ
&#4159;	%103f	ဿ
&#4160;	%1040	၀
&#4161;	%1041	၁
&#4162;	%1042	၂
&#4163;	%1043	၃
&#4164;	%1044	၄
&#4165;	%1045	၅
&#4166;	%1046	၆
&#4167;	%1047	၇
&#4168;	%1048	၈
&#4169;	%1049	၉
&#4170;	%104a	၊
&#4171;	%104b	။
&#4172;	%104c	၌
&#4173;	%104d	၍
&#4174;	%104e	၎
&#4175;	%104f	၏
&#4176;	%1050	ၐ
&#4177;	%1051	ၑ
&#4178;	%1052	ၒ
&#4179;	%1053	ၓ
&#4180;	%1054	ၔ
&#4181;	%1055	ၕ
&#4182;	%1056	ၖ
&#4183;	%1057	ၗ
&#4184;	%1058	ၘ
&#4185;	%1059	ၙ
&#4186;	%105a	ၚ
&#4187;	%105b	ၛ
&#4188;	%105c	ၜ
&#4189;	%105d	ၝ
&#4190;	%105e	ၞ
&#4191;	%105f	ၟ
&#4192;	%1060	ၠ
&#4193;	%1061	ၡ
&#4194;	%1062	ၢ
&#4195;	%1063	ၣ
&#4196;	%1064	ၤ
&#4197;	%1065	ၥ
&#4198;	%1066	ၦ
&#4199;	%1067	ၧ
&#4200;	%1068	ၨ
&#4201;	%1069	ၩ
&#4202;	%106a	ၪ
&#4203;	%106b	ၫ
&#4204;	%106c	ၬ
&#4205;	%106d	ၭ
&#4206;	%106e	ၮ
&#4207;	%106f	ၯ
&#4208;	%1070	ၰ
&#4209;	%1071	ၱ
&#4210;	%1072	ၲ
&#4211;	%1073	ၳ
&#4212;	%1074	ၴ
&#4213;	%1075	ၵ
&#4214;	%1076	ၶ
&#4215;	%1077	ၷ
&#4216;	%1078	ၸ
&#4217;	%1079	ၹ
&#4218;	%107a	ၺ
&#4219;	%107b	ၻ
&#4220;	%107c	ၼ
&#4221;	%107d	ၽ
&#4222;	%107e	ၾ
&#4223;	%107f	ၿ
&#4224;	%1080	ႀ
&#4225;	%1081	ႁ
&#4226;	%1082	ႂ
&#4227;	%1083	ႃ
&#4228;	%1084	ႄ
&#4229;	%1085	ႅ
&#4230;	%1086	ႆ
&#4231;	%1087	ႇ
&#4232;	%1088	ႈ
&#4233;	%1089	ႉ
&#4234;	%108a	ႊ
&#4235;	%108b	ႋ
&#4236;	%108c	ႌ
&#4237;	%108d	ႍ
&#4238;	%108e	ႎ
&#4239;	%108f	ႏ
&#4240;	%1090	႐
&#4241;	%1091	႑
&#4242;	%1092	႒
&#4243;	%1093	႓
&#4244;	%1094	႔
&#4245;	%1095	႕
&#4246;	%1096	႖
&#4247;	%1097	႗
&#4248;	%1098	႘
&#4249;	%1099	႙
&#4250;	%109a	ႚ
&#4251;	%109b	ႛ
&#4252;	%109c	ႜ
&#4253;	%109d	ႝ
&#4254;	%109e	႞
&#4255;	%109f	႟
&#4256;	%10a0	Ⴀ
&#4257;	%10a1	Ⴁ
&#4258;	%10a2	Ⴂ
&#4259;	%10a3	Ⴃ
&#4260;	%10a4	Ⴄ
&#4261;	%10a5	Ⴅ
&#4262;	%10a6	Ⴆ
&#4263;	%10a7	Ⴇ
&#4264;	%10a8	Ⴈ
&#4265;	%10a9	Ⴉ
&#4266;	%10aa	Ⴊ
&#4267;	%10ab	Ⴋ
&#4268;	%10ac	Ⴌ
&#4269;	%10ad	Ⴍ
&#4270;	%10ae	Ⴎ
&#4271;	%10af	Ⴏ
&#4272;	%10b0	Ⴐ
&#4273;	%10b1	Ⴑ
&#4274;	%10b2	Ⴒ
&#4275;	%10b3	Ⴓ
&#4276;	%10b4	Ⴔ
&#4277;	%10b5	Ⴕ
&#4278;	%10b6	Ⴖ
&#4279;	%10b7	Ⴗ
&#4280;	%10b8	Ⴘ
&#4281;	%10b9	Ⴙ
&#4282;	%10ba	Ⴚ
&#4283;	%10bb	Ⴛ
&#4284;	%10bc	Ⴜ
&#4285;	%10bd	Ⴝ
&#4286;	%10be	Ⴞ
&#4287;	%10bf	Ⴟ
&#4288;	%10c0	Ⴠ
&#4289;	%10c1	Ⴡ
&#4290;	%10c2	Ⴢ
&#4291;	%10c3	Ⴣ
&#4292;	%10c4	Ⴤ
&#4293;	%10c5	Ⴥ
&#4294;	%10c6	჆
&#4295;	%10c7	Ⴧ
&#4296;	%10c8	჈
&#4297;	%10c9	჉
&#4298;	%10ca	჊
&#4299;	%10cb	჋
&#4300;	%10cc	჌
&#4301;	%10cd	Ⴭ
&#4302;	%10ce	჎
&#4303;	%10cf	჏
&#4304;	%10d0	ა
&#4305;	%10d1	ბ
&#4306;	%10d2	გ
&#4307;	%10d3	დ
&#4308;	%10d4	ე
&#4309;	%10d5	ვ
&#4310;	%10d6	ზ
&#4311;	%10d7	თ
&#4312;	%10d8	ი
&#4313;	%10d9	კ
&#4314;	%10da	ლ
&#4315;	%10db	მ
&#4316;	%10dc	ნ
&#4317;	%10dd	ო
&#4318;	%10de	პ
&#4319;	%10df	ჟ
&#4320;	%10e0	რ
&#4321;	%10e1	ს
&#4322;	%10e2	ტ
&#4323;	%10e3	უ
&#4324;	%10e4	ფ
&#4325;	%10e5	ქ
&#4326;	%10e6	ღ
&#4327;	%10e7	ყ
&#4328;	%10e8	შ
&#4329;	%10e9	ჩ
&#4330;	%10ea	ც
&#4331;	%10eb	ძ
&#4332;	%10ec	წ
&#4333;	%10ed	ჭ
&#4334;	%10ee	ხ
&#4335;	%10ef	ჯ
&#4336;	%10f0	ჰ
&#4337;	%10f1	ჱ
&#4338;	%10f2	ჲ
&#4339;	%10f3	ჳ
&#4340;	%10f4	ჴ
&#4341;	%10f5	ჵ
&#4342;	%10f6	ჶ
&#4343;	%10f7	ჷ
&#4344;	%10f8	ჸ
&#4345;	%10f9	ჹ
&#4346;	%10fa	ჺ
&#4347;	%10fb	჻
&#4348;	%10fc	ჼ
&#4349;	%10fd	ჽ
&#4350;	%10fe	ჾ
&#4351;	%10ff	ჿ
&#4352;	%1100	ᄀ
&#4353;	%1101	ᄁ
&#4354;	%1102	ᄂ
&#4355;	%1103	ᄃ
&#4356;	%1104	ᄄ
&#4357;	%1105	ᄅ
&#4358;	%1106	ᄆ
&#4359;	%1107	ᄇ
&#4360;	%1108	ᄈ
&#4361;	%1109	ᄉ
&#4362;	%110a	ᄊ
&#4363;	%110b	ᄋ
&#4364;	%110c	ᄌ
&#4365;	%110d	ᄍ
&#4366;	%110e	ᄎ
&#4367;	%110f	ᄏ
&#4368;	%1110	ᄐ
&#4369;	%1111	ᄑ
&#4370;	%1112	ᄒ
&#4371;	%1113	ᄓ
&#4372;	%1114	ᄔ
&#4373;	%1115	ᄕ
&#4374;	%1116	ᄖ
&#4375;	%1117	ᄗ
&#4376;	%1118	ᄘ
&#4377;	%1119	ᄙ
&#4378;	%111a	ᄚ
&#4379;	%111b	ᄛ
&#4380;	%111c	ᄜ
&#4381;	%111d	ᄝ
&#4382;	%111e	ᄞ
&#4383;	%111f	ᄟ
&#4384;	%1120	ᄠ
&#4385;	%1121	ᄡ
&#4386;	%1122	ᄢ
&#4387;	%1123	ᄣ
&#4388;	%1124	ᄤ
&#4389;	%1125	ᄥ
&#4390;	%1126	ᄦ
&#4391;	%1127	ᄧ
&#4392;	%1128	ᄨ
&#4393;	%1129	ᄩ
&#4394;	%112a	ᄪ
&#4395;	%112b	ᄫ
&#4396;	%112c	ᄬ
&#4397;	%112d	ᄭ
&#4398;	%112e	ᄮ
&#4399;	%112f	ᄯ
&#4400;	%1130	ᄰ
&#4401;	%1131	ᄱ
&#4402;	%1132	ᄲ
&#4403;	%1133	ᄳ
&#4404;	%1134	ᄴ
&#4405;	%1135	ᄵ
&#4406;	%1136	ᄶ
&#4407;	%1137	ᄷ
&#4408;	%1138	ᄸ
&#4409;	%1139	ᄹ
&#4410;	%113a	ᄺ
&#4411;	%113b	ᄻ
&#4412;	%113c	ᄼ
&#4413;	%113d	ᄽ
&#4414;	%113e	ᄾ
&#4415;	%113f	ᄿ
&#4416;	%1140	ᅀ
&#4417;	%1141	ᅁ
&#4418;	%1142	ᅂ
&#4419;	%1143	ᅃ
&#4420;	%1144	ᅄ
&#4421;	%1145	ᅅ
&#4422;	%1146	ᅆ
&#4423;	%1147	ᅇ
&#4424;	%1148	ᅈ
&#4425;	%1149	ᅉ
&#4426;	%114a	ᅊ
&#4427;	%114b	ᅋ
&#4428;	%114c	ᅌ
&#4429;	%114d	ᅍ
&#4430;	%114e	ᅎ
&#4431;	%114f	ᅏ
&#4432;	%1150	ᅐ
&#4433;	%1151	ᅑ
&#4434;	%1152	ᅒ
&#4435;	%1153	ᅓ
&#4436;	%1154	ᅔ
&#4437;	%1155	ᅕ
&#4438;	%1156	ᅖ
&#4439;	%1157	ᅗ
&#4440;	%1158	ᅘ
&#4441;	%1159	ᅙ
&#4442;	%115a	ᅚ
&#4443;	%115b	ᅛ
&#4444;	%115c	ᅜ
&#4445;	%115d	ᅝ
&#4446;	%115e	ᅞ
&#4447;	%115f	ᅟ
&#4448;	%1160	ᅠ
&#4449;	%1161	ᅡ
&#4450;	%1162	ᅢ
&#4451;	%1163	ᅣ
&#4452;	%1164	ᅤ
&#4453;	%1165	ᅥ
&#4454;	%1166	ᅦ
&#4455;	%1167	ᅧ
&#4456;	%1168	ᅨ
&#4457;	%1169	ᅩ
&#4458;	%116a	ᅪ
&#4459;	%116b	ᅫ
&#4460;	%116c	ᅬ
&#4461;	%116d	ᅭ
&#4462;	%116e	ᅮ
&#4463;	%116f	ᅯ
&#4464;	%1170	ᅰ
&#4465;	%1171	ᅱ
&#4466;	%1172	ᅲ
&#4467;	%1173	ᅳ
&#4468;	%1174	ᅴ
&#4469;	%1175	ᅵ
&#4470;	%1176	ᅶ
&#4471;	%1177	ᅷ
&#4472;	%1178	ᅸ
&#4473;	%1179	ᅹ
&#4474;	%117a	ᅺ
&#4475;	%117b	ᅻ
&#4476;	%117c	ᅼ
&#4477;	%117d	ᅽ
&#4478;	%117e	ᅾ
&#4479;	%117f	ᅿ
&#4480;	%1180	ᆀ
&#4481;	%1181	ᆁ
&#4482;	%1182	ᆂ
&#4483;	%1183	ᆃ
&#4484;	%1184	ᆄ
&#4485;	%1185	ᆅ
&#4486;	%1186	ᆆ
&#4487;	%1187	ᆇ
&#4488;	%1188	ᆈ
&#4489;	%1189	ᆉ
&#4490;	%118a	ᆊ
&#4491;	%118b	ᆋ
&#4492;	%118c	ᆌ
&#4493;	%118d	ᆍ
&#4494;	%118e	ᆎ
&#4495;	%118f	ᆏ
&#4496;	%1190	ᆐ
&#4497;	%1191	ᆑ
&#4498;	%1192	ᆒ
&#4499;	%1193	ᆓ
&#4500;	%1194	ᆔ
&#4501;	%1195	ᆕ
&#4502;	%1196	ᆖ
&#4503;	%1197	ᆗ
&#4504;	%1198	ᆘ
&#4505;	%1199	ᆙ
&#4506;	%119a	ᆚ
&#4507;	%119b	ᆛ
&#4508;	%119c	ᆜ
&#4509;	%119d	ᆝ
&#4510;	%119e	ᆞ
&#4511;	%119f	ᆟ
&#4512;	%11a0	ᆠ
&#4513;	%11a1	ᆡ
&#4514;	%11a2	ᆢ
&#4515;	%11a3	ᆣ
&#4516;	%11a4	ᆤ
&#4517;	%11a5	ᆥ
&#4518;	%11a6	ᆦ
&#4519;	%11a7	ᆧ
&#4520;	%11a8	ᆨ
&#4521;	%11a9	ᆩ
&#4522;	%11aa	ᆪ
&#4523;	%11ab	ᆫ
&#4524;	%11ac	ᆬ
&#4525;	%11ad	ᆭ
&#4526;	%11ae	ᆮ
&#4527;	%11af	ᆯ
&#4528;	%11b0	ᆰ
&#4529;	%11b1	ᆱ
&#4530;	%11b2	ᆲ
&#4531;	%11b3	ᆳ
&#4532;	%11b4	ᆴ
&#4533;	%11b5	ᆵ
&#4534;	%11b6	ᆶ
&#4535;	%11b7	ᆷ
&#4536;	%11b8	ᆸ
&#4537;	%11b9	ᆹ
&#4538;	%11ba	ᆺ
&#4539;	%11bb	ᆻ
&#4540;	%11bc	ᆼ
&#4541;	%11bd	ᆽ
&#4542;	%11be	ᆾ
&#4543;	%11bf	ᆿ
&#4544;	%11c0	ᇀ
&#4545;	%11c1	ᇁ
&#4546;	%11c2	ᇂ
&#4547;	%11c3	ᇃ
&#4548;	%11c4	ᇄ
&#4549;	%11c5	ᇅ
&#4550;	%11c6	ᇆ
&#4551;	%11c7	ᇇ
&#4552;	%11c8	ᇈ
&#4553;	%11c9	ᇉ
&#4554;	%11ca	ᇊ
&#4555;	%11cb	ᇋ
&#4556;	%11cc	ᇌ
&#4557;	%11cd	ᇍ
&#4558;	%11ce	ᇎ
&#4559;	%11cf	ᇏ
&#4560;	%11d0	ᇐ
&#4561;	%11d1	ᇑ
&#4562;	%11d2	ᇒ
&#4563;	%11d3	ᇓ
&#4564;	%11d4	ᇔ
&#4565;	%11d5	ᇕ
&#4566;	%11d6	ᇖ
&#4567;	%11d7	ᇗ
&#4568;	%11d8	ᇘ
&#4569;	%11d9	ᇙ
&#4570;	%11da	ᇚ
&#4571;	%11db	ᇛ
&#4572;	%11dc	ᇜ
&#4573;	%11dd	ᇝ
&#4574;	%11de	ᇞ
&#4575;	%11df	ᇟ
&#4576;	%11e0	ᇠ
&#4577;	%11e1	ᇡ
&#4578;	%11e2	ᇢ
&#4579;	%11e3	ᇣ
&#4580;	%11e4	ᇤ
&#4581;	%11e5	ᇥ
&#4582;	%11e6	ᇦ
&#4583;	%11e7	ᇧ
&#4584;	%11e8	ᇨ
&#4585;	%11e9	ᇩ
&#4586;	%11ea	ᇪ
&#4587;	%11eb	ᇫ
&#4588;	%11ec	ᇬ
&#4589;	%11ed	ᇭ
&#4590;	%11ee	ᇮ
&#4591;	%11ef	ᇯ
&#4592;	%11f0	ᇰ
&#4593;	%11f1	ᇱ
&#4594;	%11f2	ᇲ
&#4595;	%11f3	ᇳ
&#4596;	%11f4	ᇴ
&#4597;	%11f5	ᇵ
&#4598;	%11f6	ᇶ
&#4599;	%11f7	ᇷ
&#4600;	%11f8	ᇸ
&#4601;	%11f9	ᇹ
&#4602;	%11fa	ᇺ
&#4603;	%11fb	ᇻ
&#4604;	%11fc	ᇼ
&#4605;	%11fd	ᇽ
&#4606;	%11fe	ᇾ
&#4607;	%11ff	ᇿ
&#4608;	%1200	ሀ
&#4609;	%1201	ሁ
&#4610;	%1202	ሂ
&#4611;	%1203	ሃ
&#4612;	%1204	ሄ
&#4613;	%1205	ህ
&#4614;	%1206	ሆ
&#4615;	%1207	ሇ
&#4616;	%1208	ለ
&#4617;	%1209	ሉ
&#4618;	%120a	ሊ
&#4619;	%120b	ላ
&#4620;	%120c	ሌ
&#4621;	%120d	ል
&#4622;	%120e	ሎ
&#4623;	%120f	ሏ
&#4624;	%1210	ሐ
&#4625;	%1211	ሑ
&#4626;	%1212	ሒ
&#4627;	%1213	ሓ
&#4628;	%1214	ሔ
&#4629;	%1215	ሕ
&#4630;	%1216	ሖ
&#4631;	%1217	ሗ
&#4632;	%1218	መ
&#4633;	%1219	ሙ
&#4634;	%121a	ሚ
&#4635;	%121b	ማ
&#4636;	%121c	ሜ
&#4637;	%121d	ም
&#4638;	%121e	ሞ
&#4639;	%121f	ሟ
&#4640;	%1220	ሠ
&#4641;	%1221	ሡ
&#4642;	%1222	ሢ
&#4643;	%1223	ሣ
&#4644;	%1224	ሤ
&#4645;	%1225	ሥ
&#4646;	%1226	ሦ
&#4647;	%1227	ሧ
&#4648;	%1228	ረ
&#4649;	%1229	ሩ
&#4650;	%122a	ሪ
&#4651;	%122b	ራ
&#4652;	%122c	ሬ
&#4653;	%122d	ር
&#4654;	%122e	ሮ
&#4655;	%122f	ሯ
&#4656;	%1230	ሰ
&#4657;	%1231	ሱ
&#4658;	%1232	ሲ
&#4659;	%1233	ሳ
&#4660;	%1234	ሴ
&#4661;	%1235	ስ
&#4662;	%1236	ሶ
&#4663;	%1237	ሷ
&#4664;	%1238	ሸ
&#4665;	%1239	ሹ
&#4666;	%123a	ሺ
&#4667;	%123b	ሻ
&#4668;	%123c	ሼ
&#4669;	%123d	ሽ
&#4670;	%123e	ሾ
&#4671;	%123f	ሿ
&#4672;	%1240	ቀ
&#4673;	%1241	ቁ
&#4674;	%1242	ቂ
&#4675;	%1243	ቃ
&#4676;	%1244	ቄ
&#4677;	%1245	ቅ
&#4678;	%1246	ቆ
&#4679;	%1247	ቇ
&#4680;	%1248	ቈ
&#4681;	%1249	቉
&#4682;	%124a	ቊ
&#4683;	%124b	ቋ
&#4684;	%124c	ቌ
&#4685;	%124d	ቍ
&#4686;	%124e	቎
&#4687;	%124f	቏
&#4688;	%1250	ቐ
&#4689;	%1251	ቑ
&#4690;	%1252	ቒ
&#4691;	%1253	ቓ
&#4692;	%1254	ቔ
&#4693;	%1255	ቕ
&#4694;	%1256	ቖ
&#4695;	%1257	቗
&#4696;	%1258	ቘ
&#4697;	%1259	቙
&#4698;	%125a	ቚ
&#4699;	%125b	ቛ
&#4700;	%125c	ቜ
&#4701;	%125d	ቝ
&#4702;	%125e	቞
&#4703;	%125f	቟
&#4704;	%1260	በ
&#4705;	%1261	ቡ
&#4706;	%1262	ቢ
&#4707;	%1263	ባ
&#4708;	%1264	ቤ
&#4709;	%1265	ብ
&#4710;	%1266	ቦ
&#4711;	%1267	ቧ
&#4712;	%1268	ቨ
&#4713;	%1269	ቩ
&#4714;	%126a	ቪ
&#4715;	%126b	ቫ
&#4716;	%126c	ቬ
